Question,A,B,C,D,E,answer,,,
突然昏仆，不省人事，口吐涎沫，喉有痰声，手足抽搐。宜诊断为：(    ),痰蒙心神证,痰火扰神证,胆郁痰扰证,心火亢盛证,肝阳化风证,D,,诊断学,单选
吐弄舌常见于,热极生风,阳亢生风,阴虚动风,疫毒攻心,小儿智力发育不全,E,,诊断学,单选
吐弄舌多因：(    ),肺胃热盛,肝胆湿热,心脾热盛,阴虚火旺,以上都不是,C,,诊断学,单选
歪斜舌的形成原因是,肝风夹痰,气血两虚,阴虚火旺,以上都不是,,A,,诊断学,单选
外感表证初起，常见：（    ）,淡白舌,淡红舌,红舌,青舌,降舌,B,,诊断学,单选
外感风寒的咳声特点是：（    ）,咳声重浊,咳声清脆,咳声紧闷,咳声不扬,咳声顿作,A,,诊断学,单选
外感风寒或风热之邪，或痰湿壅肺，肺失宣肃，导致的音哑或失音，称,子喑,金破不鸣,金实不鸣,少气,短气,C,,诊断学,单选
外感风寒可见,语声重浊,音哑或失音,呻吟,惊呼,狂言,A,,诊断学,单选
外感风热病人可见,鼻塞流清涕,鼻塞流浊涕,鼻塞流脓涕腥臭,鼻衄或齿衄,息灼、鼻翼扇动,B,,诊断学,单选
外感风邪可见(    ),恶寒重发热轻,发热重恶寒轻,发热轻恶风自汗,寒热往来,不恶寒反恶热,C,,诊断学,单选
外感秽浊不正之气，热毒内盛的舌象是：(    ),白腻苔,黄腻苔,灰黑苔,腐苔,积粉苔,E,,诊断学,单选
外感时病中， 寒邪侵袭所致病证， 常用的辨证方法是,脏腑辨证,六经辨证,三焦辨证,经络辨证,卫气营血辨证,B,,诊断学,单选
外感温热疾病，舌苔由白转黄，说明：(    ),病邪仍在表,邪在半表半里,热邪迅速伤阴,表邪化热入里,以上都不是,D,,诊断学,单选
外邪最易侵袭何经：（    ）,厥阴经,太阳经,阳明经,太阴经,少阳经,D,,诊断学,单选
脘腹各部位的划分，脐下至耻骨上缘称,小腹,少腹,脐腹,大腹,脘部,A,,诊断学,单选
脘腹冷痛，痛势暴急，口吐清水，面青肢冷，苔白滑，脉沉紧，应诊断为,胃阳亏虚证,寒饮停胃证,胃气虚证,食滞胃脘证,寒滞胃脘证,E,,诊断学,单选
脘腹冷痛拒按，大便秘结，多见于,表寒证,真寒假热证,虚寒证,实寒证,亡阳证,D,,诊断学,单选
脘腹冷痛喜按，大便溏软，多见于,表寒证,真寒假热证,虚寒证,实寒证,亡阳证,C,,诊断学,单选
脘腹痞满，身热不扬，身目鲜黄或皮肤发痒，见于何证:,湿热蕴脾证,寒湿困脾证,大肠湿热证,肝胆湿热证,脾虚湿盛证,D,,诊断学,单选
脘腹痞胀，纳呆呕恶，身热不扬，汗出热不减，应诊断为,肝胃不和证,湿热蕴脾证,肝火炽盛证,肝郁脾虚证,肝经湿热证,B,,诊断学,单选
脘腹痞胀疼痛、拒按，嗳腐吞酸，泻下臭秽，脉滑，应诊断为,肠燥津亏证,胃阴亏虚证,肠热腑实证,食滞胃脘证,胃热炽盛证F.寒滞胃肠证,D,,诊断学,单选
脘腹胀满喜按，时有缓解，舌淡胖，脉沉无力。证属,表实里虚证,表虚里实证,真实假虚证,真虚假实证,上实下虚证,D,,诊断学,单选
脘腹胀痛拒按，厌食，吞酸，呕吐酸腐，舌苔厚腻，脉滑，应诊断为,食滞胃肠证,寒滞胃肠证,胃热炽盛证,胃肠气滞证,寒饮停胃证,A,,诊断学,单选
脘胁胀痛，吞酸嘈杂，呃逆嗳气，情绪抑郁，善太息，应诊,肝胃不和证,湿热蕴脾证,肝火炽盛证,肝郁脾虚证,肝经湿热证,A,,诊断学,单选
亡阳病人，按肌肤的表现为,肌肤灼热，体温升高,肌肤寒冷，体温偏低,大汗淋漓，四肢厥冷,汗出如油，四肢尚温,身灼热而四肢厥冷,C,,诊断学,单选
亡阳亡阴的共同之处，错误的是：（         ）,见于病久体弱患者,出现在病情危重之时,病变趋势极其危急,以出现“绝汗”为特征,对方亦可随之而亡,A,,诊断学,单选
亡阳证汗出特点是,汗多壮热,汗出恶风,冷汗淋漓,汗出肢温,动则汗出,C,,诊断学,单选
亡阴病人，按肌肤的表现为,肌肤灼热，体温升高,肌肤寒冷，体温偏低,大汗淋漓，四肢厥冷,汗出如油，四肢尚温,身灼热而四肢厥冷,D,,诊断学,单选
亡阴亡阳证多见于：（      ）,初病,久病,重病,危病,新病,D,,诊断学,单选
望色十法中，清浊可以分辨：(    ),表里,阴阳,虚实,成败,轻重,B,,诊断学,单选
望色十法中“清”多主,阳证,表证,新病,轻病,实证,A,,诊断学,单选
望舌辨虚实，主要观察,舌色浅深,舌质老嫩,舌苔厚薄,舌苔润燥,,B,,诊断学,单选
望舌质重在辨：(    ),正气的盛衰,病邪的深浅,疾病的性质,津液的存亡,病情之进退,A,,诊断学,单选
危重症病人瞳孔散大，多属,脾虚水肿,气血不足,肝胆火炽,肾精耗竭,脾胃虚衰,D,,诊断学,单选
微发热，不欲食，乏力，苔薄白，脉弦缓，此类病情资料的属性是,—般性资料,否定性资料,特征性资料,偶见性资料,必要性资料,A,,诊断学,单选
微脉的特征是,浮细无力而软,脉细如线，应指明显,极细极软，按,沉细无力而软,脉来缓慢，时有中止,C,,诊断学,单选
卫分证的主要病机是,温热袭表，肺卫失宣,邪热壅肺，肺气郁闭,温邪入,热灼营阴，心神被扰,温邪入血，动血动风,A,,诊断学,单选
卫气营血辨证的临床意义应除外下列哪项：（    ）,归类温病病变中的不同证候,阐明各种温热病的感邪途径,揭示温病病情的浅深与轻重,说明温病过程中的传变规律,指导临床立法处方以及用药,E,,诊断学,单选
为沉、弦、大、实、长五种脉象之复合脉的是,沉脉,实脉,伏脉,牢脉,弦脉,D,,诊断学,单选
畏寒常出现于(    ),寒热并见,寒热往来,但寒不热,但热不寒,表寒里热,C,,诊断学,单选
胃气衰败的脉象特征最可能的是,弦而软,弦而硬,弦而缓,弦而数,弦而滑,B,,诊断学,单选
胃热多为,口气酸腐,口气腥臭,口气酸臭,口气臭秽,口气臊臭,D,,诊断学,单选
胃热亢盛多见（    ）,口渴欲饮，饮水即吐,口渴不欲饮,口渴喜冷饮,口渴引饮，小便量多,口不渴饮,C,,诊断学,单选
胃热者，其口气特点为,酸臭,奇臭,臭秽,腐臭,尸臭,C,,诊断学,单选
胃脘冷痛，呕吐清水，夹有不消化食物，畏寒肢冷，应诊断,胃气虚证,胃阳虚证,寒滞胃脘证,胃热炽盛证,胃阴虚证,B,,诊断学,单选
胃脘冷痛剧烈，得热痛减属(    ),胃阳虚,胃腑血瘀,寒邪犯胃,食积胃脘,胃中瘀血,C,,诊断学,单选
胃脘隐痛，喜温喜按，食后痛减，畏寒肢凉，舌淡胖嫩，应诊为,胃气虚证,胃阳虚证,寒饮停胃证,脾气虚证,脾阳虚证,B,,诊断学,单选
胃脘隐隐灼痛，嘈杂不舒，饥不欲食，干呕呃逆，大便干,胃气虚证,胃阳虚证,寒滞胃脘证,胃热炽盛证,胃阴虚证,E,,诊断学,单选
胃脘胀满疼痛，嗳腐吞酸，属,肝郁化火证,食滞胃脘证,心脾两虚证,心肾不交证,心肺气虚证,B,,诊断学,单选
胃脘胀痛的常见原因是,气机郁滞,寒邪凝滞,肝火上炎,肝气乘脾,痰蒙清窍,A,,诊断学,单选
胃阳虚证呕吐的特点是：(    ),干呕呃逆,泛吐清水,呕吐胆汁,吐物酸腐,痛而欲吐,B,,诊断学,单选
胃阴亏虚可见,干呕无物,呕吐酸腐,呕吐清水,喷射呕吐,朝食暮吐,A,,诊断学,单选
胃阴虚在食欲方面的特征是：(    ),食欲减退,厌食油腻,消谷善饥,饥不欲食,饥而能食,A,,诊断学,单选
胃阴虚证的临床表现中不易见到的症状是,胃脘灼痛,口燥咽干,大便秘结,消谷善饥,舌红少津,D,,诊断学,单选
胃中气体上出咽喉所发出的长而缓的声音，称,夺气,嗳气,呃逆,太息,呵欠,B,,诊断学,单选
温病热入营分可见：（    ）,口渴喜饮,渴喜热饮,渴不欲饮,渴不多饮,但欲漱水不欲咽,D,,诊断学,单选
温病热入营血时，舌色应为：(    ),红舌,淡红舌,紫舌,淡白舌,绛舌,E,,诊断学,单选
温病下焦病证相当于卫气营血辨证中的,卫分证,气分证,营分证,血分实热证,血分虚热证,E,,诊断学,单选
温热病热入营血，最常见的舌象是,红舌,绛舌,青舌,紫舌,淡白舌,B,,诊断学,单选
温热病邪侵袭肌表， 卫气功能失常， 常用的辨证方法是,脏腑辨证,六经辨证,三焦辨证,经络辨证,卫气营血辨证,E,,诊断学,单选
问现在症最好的方法是,首先询问饮食情况,按十问内容逐次询问,根据体征进行询问,抓住主症进行询问,根据症状进行询问,D,,诊断学,单选
我国第一部论述病源与证候诊断的专著，成书于：（    ）,汉代,隋代,宋代,元代,明代,B,,诊断学,单选
我国第一部论述病源与证候诊断的专著是：（    ）,《伤寒杂病论》,《三因极一病证方论》,《诸病源候论》,《内经》,《察病指南》,C,,诊断学,单选
我国现存第一部脉学专著是：（    ）,《难经》,《脉经》,《中藏经》,《脉神章》,《濒湖脉学》,B,,诊断学,单选
我国现存最早的脉学专著是,《难经》,《濒湖脉学》,《脉诀汇辨》,《脉经》,《脉理求真》,D,,诊断学,单选
卧时面常向内，身重不能转侧者，多属,肺实气逆,肺虚体弱,阳证、热证、实证,阴证、寒证、虚证,咳喘肺胀，或水饮停于胸腹,D,,诊断学,单选
无根苔常提示,寒邪犯胃,胃气衰败,胃阴不足,热邪犯胃,食滞胃脘,B,,诊断学,单选
无热恶寒，但欲寐，下利肢冷，呕不能食，属于：（    ）,少阴寒化证,少阴热化证,太阳蓄水证,太阳蓄血证,太阴寒湿证,A,,诊断学,单选
"五更泄泻,下利清谷,属：",脾虚不运,饮食积滞,寒湿内蕴,脾肾阳虚,肝郁脾虚,D,,诊断学,单选
五脏六腑中，肝胆在舌上分属部位是,舌尖,舌中,舌边,舌根,舌面,C,,诊断学,单选
五脏六腑中，脾胃在舌上分属部位是,舌尖,舌中,舌边,舌根,舌面,B,,诊断学,单选
五脏六腑中，肾在舌上分属部位是,舌尖,舌中,舌边,舌根,舌面,D,,诊断学,单选
五脏六腑中，心肺在舌上分属部位是,舌尖,舌中,舌边,舌根,舌面,A,,诊断学,单选
午后潮热，伴有身热不扬者属,湿温潮热,骨蒸劳热,阴虚潮热,阳明潮热,气虚发热,A,,诊断学,单选
午后潮热，身热不扬者属：（    ）,阴虚潮热,骨蒸劳热,湿温潮热,阳明潮热,气虚发热,C,,诊断学,单选
午后颧红属于：(    ),阴虚内热,阳明实热,外感风热,真寒假热,虚阳上越,A,,诊断学,单选
细脉的特点是,脉细如线,按之欲绝,两者均有,两者均无,,A,,诊断学,单选
细脉的特点是：（    ）,脉细如线,按之欲绝,两者均有,两者均无,,A,,诊断学,单选
下焦病证的病位是在,肺与大肠,肝胆脾胃,肺与心包,脾与胃,肝与肾,E,,诊断学,单选
下焦病证的病位在：（    ）,肺与大肠,脾与胃,肝与胆,肝与肾,胃与大肠,D,,诊断学,单选
下列表现中不属卫分证的是：（    ）,咳喘胸闷,咽喉疼痛,发热恶风,口干微渴,舌边尖红,D,,诊断学,单选
下列病证哪项不是因痰阻所致：（      ）,喉中如有梅核,中风痰鸣不语,肺痨盗汗低热,颈部肿大生瘤,痫病昏仆吐涎沫,C,,诊断学,单选
下列病症哪项一般不是因痰阻所致,喉中如有梅核,中风痰鸣不语,痫病昏仆吐涎沫,颈部肿大生瘤,肺痨盗汗低热,E,,诊断学,单选
下列不属白苔主病的是,表证,寒证,湿证,燥热,虚热,E,,诊断学,单选
下列不属于复合脉的脉象是,浮脉,洪脉,芤脉,牢脉,弦脉,A,,诊断学,单选
下列不属于望舌形的内容是,裂纹舌,肿胀舌,胖大舌,歪斜舌,点刺舌,D,,诊断学,单选
下列除哪项外，皆肾气不固所致,尿频而清,余沥不尽,小便失禁,尿频而痛,遗尿,D,,诊断学,单选
下列除哪项外，均可导致渴不多饮,阴虚,湿热,寒湿,痰饮,瘀血,C,,诊断学,单选
下列除哪项外都是燥邪犯肺证和肺阴虚证的相同表现?,干咳痰少,痰粘难咯,发热恶风,舌干少津,,C,,诊断学,单选
下列除哪项外均可归属于阳证：（         ）,面红目赤,疼痛喜按,心烦不宁,脉数有力,发热口苦,B,,诊断学,单选
下列除哪一项外均可导致余沥不尽,肾阳不足,肾阴亏损,久病体弱,肾气不固,年老体弱,B,,诊断学,单选
下列答案，除哪一项外，都是淡白舌的主病：(    ),气虚,血虚,阳虚,阴虚,脱血夺气,D,,诊断学,单选
下列各项，不属脉率较快的脉象是,数脉,结脉,疾脉,促脉,动脉,B,,诊断学,单选
下列各项，不属现病史内容的是,发病情况,病变过程,做过何诊断,经过哪些治疗,过去患过何病,E,,诊断学,单选
下列各项，不属血瘀证色脉改变的是,面色黧黑,肌肤甲错,局部隐痛,舌有紫斑,脉象细涩,C,,诊断学,单选
下列各项，不属于排便感异常的是,肛门灼热,排便不爽,里急后重,肛门重坠,完谷不化,E,,诊断学,单选
下列各项，不属真热假寒证的是,热深厥深,热极似寒,阳盛格阴,热极肢厥,热极转寒,E,,诊断学,单选
下列各项，对里证的认识错误的是,里证的病位多在内,情志劳倦所伤多里证,里证范围极其广泛,里证可转变为表证,里证无新起恶寒发热并见,D,,诊断学,单选
下列各项，可见口干但欲漱水不欲咽症状的是,湿热,阴虚,痰饮,瘀血,温病营分证,D,,诊断学,单选
下列各项，属非病理性汗出的是,但头汗出,睡时汗出,冷汗淋漓,半身汗出,天热汗出,E,,诊断学,单选
下列各项，属阳明潮热发热特点的是,低热，食后发作,夏季长期低热,热势较低，午后或夜间发生,身热不扬，午后热甚,热势较高，日晡为甚,E,,诊断学,单选
下列各项，与淡白舌主病最无关的是,气血虚,阳虚,亡阳,阴虚,寒证,D,,诊断学,单选
下列各项，最正确的主诉是,经常腹痛已多年,5年来右胁胀痛,患高血压病1年,发热、咳嗽2天,咳喘反复发作20年,D,,诊断学,单选
下列何脉并非细软并见,濡脉,弱脉,微脉,虚脉,,D,,诊断学,单选
下列何脉多提示气滞血瘀证,紧脉,实脉,沉脉,涩脉,滑脉,D,,诊断学,单选
下列何项不是气滞证的表现,头部胀痛,胸胁胀痛,乳房胀痛,少腹胀痛,,A,,诊断学,单选
下列何项不是肾气不固证的表现,尿频遗尿,腰膝酸软,呼多吸少,滑精早泄,,C,,诊断学,单选
下列何项不是脱汗症状：（    ）,寒战,冷汗淋漓,面色苍白,肢厥脉微,呼吸气微,A,,诊断学,单选
下列何项不是心阴虚证、心血虚证的共有表现,心悸,失眠,心烦,脉细,,C,,诊断学,单选
下列何项不属胃气上逆,呃逆,嗳气,太息,呕吐,,C,,诊断学,单选
下列何项不属正常舌象,舌色淡红,舌质娇嫩,舌体柔软,舌苔藻白,,B,,诊断学,单选
下列何项对表证的诊断最有意义,发热,恶寒,苔薄,脉浮,,B,,诊断学,单选
下列何项与发热性疾病无关,恶风,恶寒,寒战,畏寒,,D,,诊断学,单选
下列何项与肝郁化火失眠无关：（    ）,烦躁失眠,面红目赤,心悸健忘,性急易怒,脉象弦数,C,,诊断学,单选
下列何证不具有卫表症状：(    ),风热犯肺证,肺热炽盛证,风寒犯肺证,风水相搏证,燥邪犯肺证,D,,诊断学,单选
下列何证常表现为胃脘冷痛喜按，泛吐清水，口淡不渴，舌质淡嫩，脉沉迟,胃阳虚证,脾肾阳虚证,寒滞胃肠证,肝气犯胃证,肝郁脾虚证,A,,诊断学,单选
下列何证的主症是寒热往来，胸胁苦满，心烦喜呕：（    ）,阳明病证,厥阴病证,太阴病证,太阳病证,少阳病证,E,,诊断学,单选
下列何证具有咳嗽，痰少而黄稠，发热，微恶风寒，鼻流浊涕，口干咽痛等症：(    ),风热袭表证,肺热炽盛证,风热犯肺证,痰热蕴肺证,燥邪犯肺证,C,,诊断学,单选
下列何证可见高热汗出，腹满硬痛，便秘，谵语，苔焦黄，脉沉实,脾胃湿热证,阳明经热证,阳明腑实证,大肠湿热证,痰火扰神证,C,,诊断学,单选
下列何证一般不会出现失眠：(    ),心阳虚证,心肾不交证,肝阳上亢证,心阴虚证,心火亢盛证,A,,诊断学,单选
下列何症对诊断“胃反”最有价值,脘腹疼痛,朝食暮吐，暮食朝吐,食欲减退,舌苔白厚,脉滑有力,B,,诊断学,单选
下列何症属肝郁脾虚,泻下黄糜,便夹脓血,溏结不调,肛门灼热,里急后重,C,,诊断学,单选
下列何症一般与气候因素最相关,胁痛,胸闷,胃脘痛,关节痛,眩晕,D,,诊断学,单选
下列何种病变常见眼窝凹陷,阳虚水泛,肝火犯肺,肾精亏虚,脾胃气虚,津伤液耗,E,,诊断学,单选
下列类似于半表半里证的证型是,肝胆病证,少阳病证,气分病证,中焦病证,厥阴病证,B,,诊断学,单选
下列类似于半表半里证概念的是：（         ）,肝胆病证,少阳病证,气分病证,中焦病证,厥阴病证,B,,诊断学,单选
下列临床表现，哪一项不属于气虚证：（      ）,少气懒言,头晕目眩,自汗,便泻不爽,脉虚,D,,诊断学,单选
下列临床表现中，哪一项非火淫证候：（      ）,壮热,瘫疹,脉数,肌肉润动,谵妄吐衄,D,,诊断学,单选
下列哪个症状对表证的辨证最重要(    ),恶寒发热,头身疼痛,脉浮,苔薄白,汗出,A,,诊断学,单选
下列哪个症状与心肺气虚证无关：(    ),自汗声低,气短咳喘,胸闷心悸,唇舌淡紫,脉弦细,E,,诊断学,单选
下列哪条经脉与舌无直接联系,手太阴经,足厥阴经,足少阴经,足太阴经,手厥阴经,E,,诊断学,单选
下列哪项表现为神识不清，语无伦次，声高有力,错语,谵语,郑声,呓语,失语,B,,诊断学,单选
下列哪项并非寒痰阻肺证所见：(    ),咳嗽痰鸣,胸闷气喘,舌苔白滑,痰稀易咯,脉象浮紧,A,,诊断学,单选
下列哪项不符合水痘的临床表现,呈椭圆形水疱,大小不等,晶莹明亮,一齐出现,皮薄易破,D,,诊断学,单选
下列哪项不会出现口渴多饮,热盛伤津,汗出过多,剧烈呕吐,泻下过度,湿热内阻,E,,诊断学,单选
下列哪项不见裂纹舌,阳气不足,阴液亏虚,血虚不润,邪热炽盛,先天舌裂,A,,诊断学,单选
下列哪项不见于表热证,发热重恶寒轻,脉象浮数,舌淡苔腻,时有汗出,咽红痒痛,C,,诊断学,单选
下列哪项不见于太阴病证,口苦,食不下,四肢不温,腹满而吐,时腹自痛,A,,诊断学,单选
下列哪项不见于阴虚风动证?,手足蠕动,角弓反张,眩晕,舌红少津,,B,,诊断学,单选
下列哪项不见于营分证,心烦不寐,口不甚渴,舌质红绛,身热夜甚,斑疹显露,E,,诊断学,单选
下列哪项不能视作寒与其他病因病性兼并的证,风寒证,寒湿证,凉燥证,血寒证,寒饮证,D,,诊断学,单选
下列哪项不是“证名”,肝阳化风,烂喉丹痧,脾肾阳虚,痰热壅肺,膀胱湿热,B,,诊断学,单选
下列哪项不是八纲的证候,热证,阳证,本证,实证,寒证,C,,诊断学,单选
下列哪项不是辨证所应明确的内容：（         ）,病位,病势,病名,病因,病性,C,,诊断学,单选
下列哪项不是表证的特点,感受外邪所致,起病一般较急,必然形成里证,病程一般较短,恶寒发热并见,C,,诊断学,单选
下列哪项不是表证与里证的鉴别点,表证一般脉浮，里证一般脉沉,表证病程较短，里证病程较长,表证病情较轻，里证病情较重,表证恶寒为主，里证发热为主,表证苔薄，里证舌苔多有变化,D,,诊断学,单选
下列哪项不是颤动舌的原因,痰饮,热盛,阴亏,阳亢,血虚,A,,诊断学,单选
下列哪项不是导致虚证的常见原因,先天禀赋不足,情志失于调摄,房事劳损太过,病中耗损过多,后天生化不足,B,,诊断学,单选
下列哪项不是导致虚证的常见原因：（         ）,先天禀赋不足,病中耗损过多,房事劳倦太过,情志失于调摄,后天生化不足,D,,诊断学,单选
下列哪项不是导致真实假虚的病因病机,湿热内蕴,气化无力,瘀血阻滞,热结胃肠,痰食停滞,B,,诊断学,单选
下列哪项不是得神的表现：(    ),目光精彩,神志清楚,颧赤如妆,形丰色荣,呼吸调匀,C,,诊断学,单选
下列哪项不是风水相搏证的临床表现,腰酸耳鸣,头面先肿,发病急骤,恶风微热,脉浮或濡,A,,诊断学,单选
下列哪项不是肝病的常见症状,头晕目眩,肢体震颤,急躁易怒,少腹胀痛,纳呆便溏,E,,诊断学,单选
下列哪项不是肝火上炎证与肝阳上亢证的相同临床表现?,面红目赤,头晕目眩,腰膝酸软,急躁易怒,,C,,诊断学,单选
下列哪项不是寒证的临床表现,舌淡苔白,口和不渴,尿清便溏,脉象沉紧,头重如裹,E,,诊断学,单选
下列哪项不是寒证与热证的鉴别要点：（         ）,寒证恶寒喜热，热证恶热喜冷,寒证口渴喜冷，热证口和不渴,寒证大便泻泄，热证大便秘结,寒证舌苔白润，热证舌苔黄干,寒证脉迟，热证脉数,B,,诊断学,单选
下列哪项不是火热证与阴虚证的区别点,发热的高低,病程的长短,病势的缓急,口渴与不渴,脉象之虚实,D,,诊断学,单选
下列哪项不是火淫证的必有表现,壮热恶热,便秘尿黄,舌红苔黄,脉数有力,神昏抽搐,E,,诊断学,单选
下列哪项不是津液亏虚证的表现,小便短少而黄,大便干燥难解,渴欲漱水不欲咽,皮肤干燥枯瘪,舌红苔少不润,C,,诊断学,单选
下列哪项不是脾阳虚证的特征表现,浮肿少尿,带下清稀,形寒肢冷,月经淋沥,久泄不止,D,,诊断学,单选
下列哪项不是涩脉的主病,气滞,血瘀,湿邪阻滞,痰食内停,精伤血少,C,,诊断学,单选
下列哪项不是失神的表现：(    ),目无精彩,形羸色败,呼吸微弱,神志昏迷,壮热面赤,B,,诊断学,单选
下列哪项不是实证的表现：（         ）,大便秘结,神昏谵语,五心烦热,小便不通,咳嗽气喘,C,,诊断学,单选
下列哪项不是食滞胃肠证的表现：(    ),脘腹灼热,厌食,便泻不爽,嗳腐吞酸,苔厚腻,C,,诊断学,单选
下列哪项不是水停证的表现,面睑、肢体浮肿,胸闷，腹胀，恶心,小便短少、不利,腹膨隆，叩音浊,舌色淡，舌体胖,B,,诊断学,单选
下列哪项不是太阳蓄水证的临床表现,发热，恶寒，脉浮,口渴，水入即吐,大便色黑，少腹硬满,小便不利，小腹满,渴欲饮水，脉浮数,C,,诊断学,单选
下列哪项不是亡阳证的典型表现：（         ）,冷汗质稀,肢厥肤冷,呼吸气微,面赤如妆,脉微欲绝,D,,诊断学,单选
下列哪项不是亡阴证的证候特点：（         ）,汗黏如油,身灼肢厥,皮皱唇燥,小便极少,脉细数疾,B,,诊断学,单选
下列哪项不是弦脉的脉象特征,脉来绷急,端直以长,如按琴弦,从中直过,挺然于指下,A,,诊断学,单选
下列哪项不是相反的两种脉象,紧脉与缓脉,动脉与短脉,散脉与牢脉,洪脉与细脉,滑脉与涩脉,B,,诊断学,单选
下列哪项不是心病的常见症状,神识错乱,失眠多梦,心悸怔忡,急躁易怒,神昏健忘,D,,诊断学,单选
下列哪项不是形成寒证的因素,阳气亏虚,阴液不足,阴寒内盛,阴邪致病,阴气偏盛,B,,诊断学,单选
下列哪项不是形成热证的因素,阳邪致病,阳气偏盛,阳气亏虚,阴液亏虚,寒湿郁久,C,,诊断学,单选
下列哪项不是形成虚证的原因,禀赋不足,房室劳倦太过,痰饮瘀血内停,后天生化不足,真阴不足,C,,诊断学,单选
下列哪项不是形成虚证的原因：（         ）,先天禀赋不足,房室劳倦太过,痰饮於血内停,后天生化不足,真阴不足,C,,诊断学,单选
下列哪项不是虚寒证的病因病机,阳气亏虚,感受阴邪,温煦失职,气化减退,推动无力,B,,诊断学,单选
下列哪项不是虚热证的病机,阴液亏少不足,阳气相对偏旺,阳热火邪炽盛,虚性火热内扰,失却滋养濡润,C,,诊断学,单选
下列哪项不是血虚生风证的临床表现：(    ),肢体震颤,角弓反张,肢体麻木,皮肤瘙痒,舌淡脉细,B,,诊断学,单选
下列哪项不是血瘀证的疼痛特点：（      ）,患处刺痛,时轻时重,部位固定,夜间痛剧,痛而拒按,B,,诊断学,单选
下列哪项不是阳水的特点：（      ）,多挟风邪为患,按之凹陷难复,起病急病程短,皮肤光亮而薄,头面部先肿,B,,诊断学,单选
下列哪项不是阳证的典型表现,恶寒发热,烦躁不安,便秘腹痛,呼吸气微,舌质红绛,D,,诊断学,单选
下列哪项不是阴证的证候,倦怠无力,语言低怯,身灼气粗,小便清长,脉象沉紧,C,,诊断学,单选
下列哪项不是引起尿量减少的的主要原因,热盛伤津,水液内停,湿热蕴结膀胱,汗吐下伤津,心气亏虚,E,,诊断学,单选
下列哪项不是引起嗜睡的主要原因,痰湿困脾,脾失健运,心肾阳虚,邪闭心神,湿热蕴脾,E,,诊断学,单选
下列哪项不是引起痛经的主要原因,气滞血瘀,湿热蕴结,寒凝胞宫,气血两虚,痰湿内阻,E,,诊断学,单选
下列哪项不是引起头晕的主要原因,气血亏虚,肝阳上亢,湿热蕴脾,痰湿内阻,肾虚精亏,C,,诊断学,单选
下列哪项不是引起哮发作常见的诱因,宿痰内伏,感受外邪,久居寒湿之地,瘀血内阻,过食生冷酸咸,D,,诊断学,单选
下列哪项不是引起心悸的主要原因,心胆气虚,胆郁痰扰,心阳不足,心血不足,肝胃郁热,E,,诊断学,单选
